imdbID,Title,Year,Genre,Director,Language,Country,Poster,imdbRating,BoxOffice
tt0314197,Imagining Argentina,2003,"Drama, Romance, Thriller",Christopher Hampton,"English, Spanish","Spain, United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BNDBjMjQ2MmQtYjI1Mi00Yjc2LWI5NTUtYThlYTg5NGFiZDA1L2ltYWdlL2lt,6.2,"$8,899"
tt0314331,Love Actually,2003,"Comedy, Drama, Romance",Richard Curtis,"English, Portuguese, French","United Kingdom, France, United States",https://m.media-amazon.com/images/M/MV5BMTY4NjQ5NDc0Nl5BMl5BanBnXkFtZTYwNjk5NDM3._V1_SX300.jpg,7.6,"$59,696,144"
tt0314353,Tears of the Sun,2003,"Action, Drama, Thriller",Antoine Fuqua,English,United States,https://m.media-amazon.com/images/M/MV5BMmI3YjQ4NjctZTk0Zi00ZDFhLTgyZjAtYWRjZTJjMjMwNjM2L2ltYWdlL2lt,6.6,"$43,734,876"
tt0314412,My Life Without Me,2003,"Drama, Romance",Isabel Coixet,English,"Spain, Canada",https://m.media-amazon.com/images/M/MV5BNTkxNWE5NzUtZWNkMy00NjQ2LTkwZjAtOGZjYWI4NWE2NDcwXkEyXkFqcGde,7.5,"$400,948"
tt0314498,The Perfect Score,2004,"Comedy, Crime, Drama",Brian Robbins,English,"United States, Germany",https://m.media-amazon.com/images/M/MV5BMjg5NzU4NTQzNV5BMl5BanBnXkFtZTYwMDMzNjU3._V1_SX300.jpg,5.7,"$10,391,003"
tt0314630,The Secret Lives of Dentists,2002,Drama,Alan Rudolph,English,United States,https://m.media-amazon.com/images/M/MV5BMjE3NTA5NDE0MF5BMl5BanBnXkFtZTcwMjk2MzAwMQ@@._V1_SX300.jpg,6.4,"$3,707,346"
tt0314676,The Singing Detective,2003,"Comedy, Crime, Musical",Keith Gordon,English,United States,https://m.media-amazon.com/images/M/MV5BMjE0NTExOTA2Ml5BMl5BanBnXkFtZTcwOTIyNTAwMQ@@._V1_SX300.jpg,5.5,"$337,174"
tt0314725,Standing in the Shadows of Motown,2002,"Documentary, Music",Paul Justman,English,United States,https://m.media-amazon.com/images/M/MV5BMTczMzY3NjE3NF5BMl5BanBnXkFtZTYwMjYxMzg5._V1_SX300.jpg,7.8,"$1,722,119"
tt0314786,The In-Laws,2003,"Action, Comedy, Thriller",Andrew Fleming,"English, French, Mandarin","United States, Germany, Canada",https://m.media-amazon.com/images/M/MV5BMTQ1MDQ0MTA3NV5BMl5BanBnXkFtZTYwMDQxNDA3._V1_SX300.jpg,5.8,"$20,453,431"
tt0314871,Washington Heights,2002,"Drama, Romance",Alfredo Rodriguez de Villa,English,United States,https://m.media-amazon.com/images/M/MV5BMTcxNTU2MzQzNl5BMl5BanBnXkFtZTYwMTAzNzk5._V1_SX300.jpg,6.1,"$160,291"
tt0315110,Twentynine Palms,2003,Drama,Bruno Dumont,"French, English, Russian","France, Germany, United States",https://m.media-amazon.com/images/M/MV5BNzc3NDc1YTQtMTE2Mi00M2NjLTkwOWMtMWZmZjZhNmNmMjczL2ltYWdlXkEy,5.2,"$54,523"
tt0315273,Benji: Off the Leash!,2004,"Drama, Family",Joe Camp,English,United States,https://m.media-amazon.com/images/M/MV5BMTk0NzczMjQ5NV5BMl5BanBnXkFtZTcwMjI0NzUyMQ@@._V1_SX300.jpg,5.1,"$3,817,362"
tt0315297,Twisted,2004,"Crime, Drama, Mystery",Philip Kaufman,"English, Italian, Spanish","Germany, United States",https://m.media-amazon.com/images/M/MV5BMTg1OTk4NDA3M15BMl5BanBnXkFtZTcwMDYzOTQyMQ@@._V1_SX300.jpg,5.3,"$25,198,598"
tt0315327,Bruce Almighty,2003,"Comedy, Fantasy",Tom Shadyac,"English, Spanish",United States,https://m.media-amazon.com/images/M/MV5BNzMyZDhiZDUtYWUyMi00ZDQxLWE4NDQtMWFlMjI1YjVjMjZiXkEyXkFqcGde,6.8,"$242,829,261"
tt0315426,Comment ma mère accoucha de moi durant sa ménopause,2003,"Comedy, Drama",Sébastien Rose,French,Canada,https://m.media-amazon.com/images/M/MV5BNmVkZjEyM2YtNDIzMS00YTY1LWFkN2UtM2QxMjgzNzVjYTMxXkEyXkFqcGde,6.4,"$353,275"
tt0315431,Constellation,2005,Drama,Jordan Walker-Pearlman,English,United States,https://m.media-amazon.com/images/M/MV5BMTY2MTAxNjM5NF5BMl5BanBnXkFtZTcwMDM4ODc0MQ@@._V1_SX300.jpg,4.4,"$306,533"
tt0315459,Dallas 362,2003,Drama,Scott Caan,English,United States,https://m.media-amazon.com/images/M/MV5BMTIzMTkyMjQ3MV5BMl5BanBnXkFtZTcwMjI3ODgyMQ@@._V1_SX300.jpg,6.0,"$21,108"
tt0315543,Open Hearts,2002,"Drama, Romance",Susanne Bier,Danish,Denmark,https://m.media-amazon.com/images/M/MV5BMzEyNmI5MjctY2Q1Ni00NjY0LThjMGItOGRjZWZiZWVmODEyXkEyXkFqcGde,7.5,"$136,170"
tt0315632,Road,2002,Thriller,Rajat Mukherjee,Hindi,India,https://m.media-amazon.com/images/M/MV5BOTNmYzEwNjMtMDBmZS00ZTBhLWE1NjYtMjQ3ODk2OTExNTBiXkEyXkFqcGde,5.6,"$136,700"
tt0315634,Standing by Yourself,2002,Documentary,Josh Koury,English,United States,https://m.media-amazon.com/images/M/MV5BZWNlNTRmYzQtNWRhYi00YjkwLTkwOWMtYmEyNzIyYzg3NjlhXkEyXkFqcGde,7.2,"$2,500"
tt0315642,Wazir,2016,"Action, Crime, Drama",Bejoy Nambiar,Hindi,India,https://m.media-amazon.com/images/M/MV5BMTUzNDU4NDMyOV5BMl5BanBnXkFtZTgwNjcyNzU0NzE@._V1_SX300.jpg,7.2,"$1,124,045"
